block_size,embedding_dim,model_label,idx,valid,token_len,pinyin_tokens,name
5,3,"bs=5, emb=3",64,True,7,h ao | r uo l an,郝若兰
5,3,"bs=5, emb=3",65,True,7,t ang | x iu w en,唐岫闻
5,3,"bs=5, emb=3",66,True,9,b ong l i | x uan x iao,bong李轩霄
5,3,"bs=5, emb=3",67,True,7,w ei | l an n ing,韦兰宁
5,3,"bs=5, emb=3",68,True,7,y u | l ing j un,余令均
5,3,"bs=5, emb=3",69,True,5,w en | x iu,温岫
5,3,"bs=5, emb=3",70,True,7,zh u | y ao g uang,朱瑶光
5,3,"bs=5, emb=3",71,True,7,j iang | j ing y ao,江惊遥
5,3,"bs=5, emb=3",72,True,7,t an | q ing m ing,覃清冥
5,3,"bs=5, emb=3",73,True,7,ch en | m o h eng,尘莫衡
5,3,"bs=5, emb=3",74,True,9,d ong g uo | j ing y un,东郭璟云
5,3,"bs=5, emb=3",75,True,7,b ao | j ing h e,鲍惊和
5,3,"bs=5, emb=3",76,True,7,x iong | m o h eng,熊墨衡
5,3,"bs=5, emb=3",77,True,7,x in | m ing x uan,辛明玄
5,3,"bs=5, emb=3",78,True,5,r en | p ing,人平
5,3,"bs=5, emb=3",79,True,5,j iang | w an,蒋万
5,3,"bs=5, emb=3",80,True,7,zh ou | q ing h uan,洲青欢
5,3,"bs=5, emb=3",81,True,7,w an | y un w ei,婉云魏
5,3,"bs=5, emb=3",82,True,7,y e | r uo y un,叶若韵
5,3,"bs=5, emb=3",83,True,7,g ao | g ui y u,高归雨
5,3,"bs=5, emb=3",84,True,5,d ai | p ing,戴平
5,3,"bs=5, emb=3",85,True,5,x u | g an,许甘
5,3,"bs=5, emb=3",86,True,5,l iang | _ an,梁安
5,3,"bs=5, emb=3",87,True,7,k ang | y ao l an,康姚兰
5,3,"bs=5, emb=3",88,True,7,y ao | y un sh en,遥云沈
5,3,"bs=5, emb=3",89,True,7,l uo | w u y ang,洛吴扬
5,3,"bs=5, emb=3",90,True,7,x iang | y un ch u,向韵楚
5,3,"bs=5, emb=3",91,True,7,x ue | zh ang g e,薛长歌
5,3,"bs=5, emb=3",92,True,5,l uo | m ing,罗明
5,3,"bs=5, emb=3",93,True,5,l ong | _ an,龙安
5,3,"bs=5, emb=3",94,True,7,y u | y ao w ei,玉瑶魏
5,3,"bs=5, emb=3",95,True,7,x ue | zh ang n ing,薛张宁
5,3,"bs=5, emb=3",96,True,7,g u | j ing n ing,顾璟宁
5,3,"bs=5, emb=3",97,True,7,r en | g ui h ong,人桂洪
5,3,"bs=5, emb=3",98,True,7,m a | x ing h e,马邢禾
5,3,"bs=5, emb=3",99,True,7,ch eng | m o w ei,承莫韦
5,4,"bs=5, emb=4",0,True,7,j iang | l an y ue,蒋岚月
5,4,"bs=5, emb=4",1,True,5,w eng | ch e,翁澈
5,4,"bs=5, emb=4",2,True,7,g uan | y u h eng,官于衡
5,4,"bs=5, emb=4",3,True,7,x in | q ing y an,辛晴言
5,4,"bs=5, emb=4",4,True,7,c ai | m o l i,蔡莫李
5,4,"bs=5, emb=4",5,True,7,l i | ch eng n ing,璃承宁
5,4,"bs=5, emb=4",6,True,5,w en | n ing,闻宁
5,4,"bs=5, emb=4",7,True,7,t ian | y un q i,田云齐
5,4,"bs=5, emb=4",8,True,5,h u | y ao,狐摇
5,4,"bs=5, emb=4",9,True,7,g u | w u j iu,谷武咎
5,4,"bs=5, emb=4",10,True,7,b i | x uan q ing,毕玄晴
5,4,"bs=5, emb=4",11,True,5,y an | y an,阎阎
5,4,"bs=5, emb=4",12,True,7,j iang | j ing m ing,江惊明
5,4,"bs=5, emb=4",13,True,7,l uo | x uan x iao,罗玄霄
5,4,"bs=5, emb=4",14,True,5,b ao | w an,抱婉
5,4,"bs=5, emb=4",15,True,7,y ang | m o w ei,恙莫魏
5,4,"bs=5, emb=4",16,True,7,sh en | y u ch en,申瑜宸
5,4,"bs=5, emb=4",17,True,5,j ing | h e,景禾
5,4,"bs=5, emb=4",18,True,7,y u | y un l an,雨云澜
5,4,"bs=5, emb=4",19,True,7,y uan | r uo l an,元若澜
5,4,"bs=5, emb=4",20,True,7,m iao | m o h an,苗莫寒
5,4,"bs=5, emb=4",21,True,7,y in | ch eng _ an,音程安
5,4,"bs=5, emb=4",22,True,7,t an | q ing y uan,覃晴辕
5,4,"bs=5, emb=4",23,True,7,w u | g ui y un,无桂韵
5,4,"bs=5, emb=4",24,True,5,l uo | b ai,罗柏
5,4,"bs=5, emb=4",25,True,5,sh en | h e,沈何
5,4,"bs=5, emb=4",26,True,5,w ang | r uo,汪若
5,4,"bs=5, emb=4",27,True,7,ch ang | q ing y ang,常清阳
5,4,"bs=5, emb=4",28,True,7,j iao | q ing n ing,焦晴宁
5,4,"bs=5, emb=4",29,True,7,zh ou | zh ao h ua,舟昭华
5,4,"bs=5, emb=4",30,True,7,h uang | w u sh uang,黄无双
5,4,"bs=5, emb=4",31,True,7,m o | q ing x uan,墨晴轩
5,4,"bs=5, emb=4",32,True,7,l uo | q ing t ang,洛晴唐
5,4,"bs=5, emb=4",33,True,9,x i m en | q ing l uan,溪门晴鸾
5,4,"bs=5, emb=4",34,True,5,sh en | w an,沈万
5,4,"bs=5, emb=4",35,True,7,n i | z i y u,倪子瑜
5,4,"bs=5, emb=4",36,True,7,d u | m ing zh ao,杜冥照
5,4,"bs=5, emb=4",37,True,7,h e | m ing ch uan,贺冥川
5,4,"bs=5, emb=4",38,True,9,g ong s un | zh ao y uan,宫孙照辕
5,4,"bs=5, emb=4",39,True,7,h ong | q ing y ue,鸿晴月
5,4,"bs=5, emb=4",40,True,7,ch en | w u n ian,尘无念
5,4,"bs=5, emb=4",41,True,7,l u | q ing q iu,陆清秋
5,4,"bs=5, emb=4",42,True,7,zh eng | y ao y in,郑遥音
5,4,"bs=5, emb=4",43,True,7,l iao | x uan w ei,廖玄微
5,4,"bs=5, emb=4",44,True,7,c ao | t ing y un,曹听韵
5,4,"bs=5, emb=4",45,True,7,sh i | w u j iu,石武咎
5,4,"bs=5, emb=4",46,True,7,sh i | y un q i,石云祁
5,4,"bs=5, emb=4",47,True,7,w eng | h uai n ing,翁怀宁
5,4,"bs=5, emb=4",48,True,7,y u | h uai y u,雨怀玉
5,4,"bs=5, emb=4",49,True,7,j iang | zh ang _ an,江章安
5,4,"bs=5, emb=4",50,True,7,y an | m ing y uan,严明袁
5,4,"bs=5, emb=4",51,True,7,y i | sh ao n ing,易邵宁
5,4,"bs=5, emb=4",52,True,5,zh ong | h ang,钟珩
5,4,"bs=5, emb=4",53,True,7,y i | x ue b ai,易薛白
5,4,"bs=5, emb=4",54,True,7,m in | z i j in,闵子衿
5,4,"bs=5, emb=4",55,True,7,s u | j ing n ing,素惊宁
5,4,"bs=5, emb=4",56,True,5,j iang | zh ou,江洲
5,4,"bs=5, emb=4",57,True,9,y u w en | w u sh uang,雨文无双
5,4,"bs=5, emb=4",58,True,7,r en | b ao p u,人薄朴
5,4,"bs=5, emb=4",59,True,7,h e | q ing x iao,赫青萧
5,4,"bs=5, emb=4",60,True,5,l in | l in,临林
5,4,"bs=5, emb=4",61,True,7,h uang | m ing w ei,皇冥韦
5,4,"bs=5, emb=4",62,True,5,s ong | q iu,宋邱
5,4,"bs=5, emb=4",63,True,7,f ang | h an zh ang,方含章
5,4,"bs=5, emb=4",64,False,7,iong ao | y un zh ou,
5,4,"bs=5, emb=4",65,True,7,h ao | r uo l an,郝若兰
5,4,"bs=5, emb=4",66,True,7,t ang | x iu q i,唐岫祁
5,4,"bs=5, emb=4",67,True,5,b ong | l i,bong李
5,4,"bs=5, emb=4",68,True,7,sh u | z i j in,书子金
5,4,"bs=5, emb=4",69,True,7,k ang | h uai n ing,康怀宁
5,4,"bs=5, emb=4",70,True,7,m ou | r uo x i,牟若西
5,4,"bs=5, emb=4",71,True,7,y u | m o y uan,玉墨辕
5,4,"bs=5, emb=4",72,True,5,k ang | z e,康泽
5,4,"bs=5, emb=4",73,True,7,c ong | r uo x i,丛若曦
5,4,"bs=5, emb=4",74,True,5,sh i | x ing,施行
5,4,"bs=5, emb=4",75,True,5,b ao | y in,包尹
5,4,"bs=5, emb=4",76,True,9,d ong g uo | j ing y un,动郭璟云
5,4,"bs=5, emb=4",77,True,7,b ao | j ing h e,鲍惊和
5,4,"bs=5, emb=4",78,True,7,x iong | m o h eng,熊墨衡
5,4,"bs=5, emb=4",79,True,7,x in | m o x uan,辛墨玄
5,4,"bs=5, emb=4",80,True,5,j iang | p ing,蒋平
5,4,"bs=5, emb=4",81,True,5,j iang | j ing,蒋惊
5,4,"bs=5, emb=4",82,True,7,zh ou | q ing h uan,洲青欢
5,4,"bs=5, emb=4",83,True,7,w an | y un w ei,婉云魏
5,4,"bs=5, emb=4",84,True,7,y e | y ue y ao,叶岳摇
5,4,"bs=5, emb=4",85,True,7,g ao | g ui y u,高归雨
5,4,"bs=5, emb=4",86,True,5,d ai | p ing,戴平
5,4,"bs=5, emb=4",87,True,7,x u | g ui n ing,许归宁
5,4,"bs=5, emb=4",88,True,7,sh en | zh i w ei,申知韦
5,4,"bs=5, emb=4",89,True,7,l iao | y un y uan,廖云远
5,4,"bs=5, emb=4",90,True,7,l u | zh ang g e,陆章葛
5,4,"bs=5, emb=4",91,True,7,g ao | g ui w an,高桂万
5,4,"bs=5, emb=4",92,True,7,p eng | t ing f eng,彭听冯
5,4,"bs=5, emb=4",93,True,7,s un | l an y ue,孙澜月
5,4,"bs=5, emb=4",94,True,7,x ie | x ue t ang,谢雪唐
5,4,"bs=5, emb=4",95,True,7,y u | y ao w ei,玉遥韦
5,4,"bs=5, emb=4",96,True,7,x ue | zh ang g eng,薛章耿
5,4,"bs=5, emb=4",97,True,7,g u | j ing n ing,顾璟宁
5,4,"bs=5, emb=4",98,True,5,r en | ch u,人初
5,4,"bs=5, emb=4",99,True,7,m o | y ue b ai,墨月百
